onset	duration	sample	value	event_code
0	n/a	0	9999	9999
2.412	n/a	1206	video_start	81
119.806	n/a	59903	video_stop	101
120.382	n/a	60191	break cnt	break cnt
208.352	n/a	104176	contrastChangeB3_start	96
218.586	n/a	109293	contrastTrial_start	5
224.59	n/a	112295	right_target	9
226.998	n/a	113499	contrastTrial_start	5
231.398	n/a	115699	right_target	9
233.808	n/a	116904	contrastTrial_start	5
233.908	n/a	116954	dot_no2_ON	12
235.278	n/a	117639	dot_no3_ON	13
236.65	n/a	118325	right_target	9
238.78	n/a	119390	dot_no3_ON	13
239.068	n/a	119534	contrastTrial_start	5
241.468	n/a	120734	dot_no3_ON	13
245.078	n/a	122539	stim_ON	8
247.488	n/a	123744	contrastTrial_start	5
251.89	n/a	125945	stim_ON	8
252.548	n/a	126274	dot_no3_ON	13
254.308	n/a	127154	contrastTrial_start	5
260.308	n/a	130154	right_target	9
261.438	n/a	130719	dot_no3_ON	13
261.748	n/a	130874	dot_no2_ON	12
262.738	n/a	131369	contrastTrial_start	5
266.68	n/a	133340	dot_no3_ON	13
267.15	n/a	133575	stim_ON	8
269.57	n/a	134785	contrastTrial_start	5
271.648	n/a	135824	dot_no2_ON	12
272.378	n/a	136189	right_target	9
272.688	n/a	136344	dot_no2_ON	12
273.24	n/a	136620	dot_no2_ON	12
274.288	n/a	137144	dot_no2_ON	12
274.818	n/a	137409	contrastTrial_start	5
277.618	n/a	138809	stim_ON	8
280.03	n/a	140015	contrastTrial_start	5
281.068	n/a	140534	dot_no3_ON	13
281.728	n/a	140864	dot_no2_ON	12
284.448	n/a	142224	stim_ON	8
286.86	n/a	143430	contrastTrial_start	5
292.858	n/a	146429	right_target	9
295.27	n/a	147635	contrastTrial_start	5
295.72	n/a	147860	dot_no3_ON	13
299.678	n/a	149839	right_target	9
301.18	n/a	150590	dot_no3_ON	13
302.098	n/a	151049	contrastTrial_start	5
306.5	n/a	153250	right_target	9
308.79	n/a	154395	dot_no3_ON	13
308.92	n/a	154460	contrastTrial_start	5
310.61	n/a	155305	dot_no3_ON	13
313.68	n/a	156840	dot_no2_ON	12
314.95	n/a	157475	right_target	9
317.36	n/a	158680	contrastTrial_start	5
323.358	n/a	161679	stim_ON	8
325.77	n/a	162885	contrastTrial_start	5
326.71	n/a	163355	dot_no2_ON	12
327.17	n/a	163585	dot_no2_ON	12
328.59	n/a	164295	right_target	9
331	n/a	165500	contrastTrial_start	5
333.8	n/a	166900	stim_ON	8
334.468	n/a	167234	dot_no2_ON	12
335.18	n/a	167590	dot_no3_ON	13
336.23	n/a	168115	contrastTrial_start	5
339.76	n/a	169880	dot_no2_ON	12
342.24	n/a	171120	stim_ON	8
344.4	n/a	172200	dot_no3_ON	13
344.66	n/a	172330	contrastTrial_start	5
347.22	n/a	173610	dot_no2_ON	12
347.47	n/a	173735	right_target	9
347.72	n/a	173860	dot_no3_ON	13
349.89	n/a	174945	contrastTrial_start	5
352.16	n/a	176080	dot_no3_ON	13
354.3	n/a	177150	right_target	9
356.71	n/a	178355	contrastTrial_start	5
359.51	n/a	179755	stim_ON	8
361.92	n/a	180960	contrastTrial_start	5
364.28	n/a	182140	dot_no3_ON	13
364.71	n/a	182355	dot_no2_ON	12
364.74	n/a	182370	stim_ON	8
366.34	n/a	183170	dot_no2_ON	12
367.16	n/a	183580	contrastTrial_start	5
370.4	n/a	185200	dot_no2_ON	12
370.68	n/a	185340	dot_no3_ON	13
371.33	n/a	185665	dot_no3_ON	13
373.19	n/a	186595	stim_ON	8
375.6	n/a	187800	contrastTrial_start	5
379	n/a	189500	dot_no3_ON	13
379.56	n/a	189780	dot_no2_ON	12
380.02	n/a	190010	stim_ON	8
381.81	n/a	190905	dot_no3_ON	13
382.44	n/a	191220	contrastTrial_start	5
382.56	n/a	191280	dot_no3_ON	13
383.8	n/a	191900	dot_no2_ON	12
388.986	n/a	194493	break cnt	break cnt
477.716	n/a	238858	9999	9999
