onset	duration	sample	value	event_code	feedback
0	n/a	0	break cnt	break cnt	n/a
60.754	n/a	30377	contrastChangeB3_start	96	n/a
66.51	n/a	33255	contrastTrial_start	5	n/a
68.026	n/a	34013	right_buttonPress	13	non_target
70.906	n/a	35453	right_target	9	n/a
72.906	n/a	36453	left_buttonPress	12	sad_face
73.306	n/a	36653	contrastTrial_start	5	n/a
76.776	n/a	38388	left_buttonPress	12	non_target
79.306	n/a	39653	right_target	9	n/a
80.976	n/a	40488	left_buttonPress	12	sad_face
81.706	n/a	40853	contrastTrial_start	5	n/a
85.656	n/a	42828	left_buttonPress	12	non_target
86.106	n/a	43053	left_target	8	n/a
88.136	n/a	44068	left_buttonPress	12	smiley_face
88.506	n/a	44253	contrastTrial_start	5	n/a
91.466	n/a	45733	left_buttonPress	12	non_target
94.506	n/a	47253	left_target	8	n/a
96.906	n/a	48453	contrastTrial_start	5	n/a
100.126	n/a	50063	left_buttonPress	12	non_target
101.306	n/a	50653	right_target	9	n/a
103.366	n/a	51683	left_buttonPress	12	sad_face
103.706	n/a	51853	contrastTrial_start	5	n/a
107.306	n/a	53653	left_buttonPress	12	non_target
109.706	n/a	54853	left_target	8	n/a
112.106	n/a	56053	contrastTrial_start	5	n/a
115.226	n/a	57613	left_buttonPress	12	non_target
118.106	n/a	59053	left_target	8	n/a
119.986	n/a	59993	left_buttonPress	12	smiley_face
120.506	n/a	60253	contrastTrial_start	5	n/a
124.904	n/a	62452	right_target	9	n/a
126.664	n/a	63332	left_buttonPress	12	sad_face
127.306	n/a	63653	contrastTrial_start	5	n/a
130.104	n/a	65052	left_target	8	n/a
132.404	n/a	66202	left_buttonPress	12	smiley_face
132.504	n/a	66252	contrastTrial_start	5	n/a
135.304	n/a	67652	left_target	8	n/a
137.704	n/a	68852	contrastTrial_start	5	n/a
140.504	n/a	70252	left_target	8	n/a
142.904	n/a	71452	contrastTrial_start	5	n/a
148.904	n/a	74452	right_target	9	n/a
149.584	n/a	74792	right_buttonPress	13	smiley_face
151.074	n/a	75537	left_buttonPress	12	non_target
151.304	n/a	75652	contrastTrial_start	5	n/a
155.704	n/a	77852	right_target	9	n/a
157.434	n/a	78717	left_buttonPress	12	sad_face
158.104	n/a	79052	contrastTrial_start	5	n/a
163.404	n/a	81702	left_buttonPress	12	non_target
164.104	n/a	82052	right_target	9	n/a
164.374	n/a	82187	left_buttonPress	12	sad_face
166.504	n/a	83252	contrastTrial_start	5	n/a
169.304	n/a	84652	right_target	9	n/a
171.784	n/a	85892	contrastTrial_start	5	n/a
176.184	n/a	88092	left_target	8	n/a
177.444	n/a	88722	left_buttonPress	12	smiley_face
178.584	n/a	89292	contrastTrial_start	5	n/a
181.384	n/a	90692	right_target	9	n/a
181.724	n/a	90862	left_buttonPress	12	sad_face
183.784	n/a	91892	contrastTrial_start	5	n/a
186.584	n/a	93292	left_target	8	n/a
188.984	n/a	94492	contrastTrial_start	5	n/a
191.784	n/a	95892	right_target	9	n/a
193.474	n/a	96737	left_buttonPress	12	sad_face
194.184	n/a	97092	contrastTrial_start	5	n/a
196.984	n/a	98492	right_target	9	n/a
199.384	n/a	99692	contrastTrial_start	5	n/a
203.784	n/a	101892	left_target	8	n/a
205.424	n/a	102712	left_buttonPress	12	smiley_face
206.184	n/a	103092	contrastTrial_start	5	n/a
210.584	n/a	105292	left_target	8	n/a
210.934	n/a	105467	left_buttonPress	12	smiley_face
212.734	n/a	106367	left_buttonPress	12	non_target
212.984	n/a	106492	contrastTrial_start	5	n/a
216.024	n/a	108012	left_buttonPress	12	non_target
218.984	n/a	109492	right_target	9	n/a
221.384	n/a	110692	contrastTrial_start	5	n/a
221.504	n/a	110752	left_buttonPress	12	non_target
225.534	n/a	112767	left_buttonPress	12	non_target
227.384	n/a	113692	left_target	8	n/a
228.364	n/a	114182	left_buttonPress	12	smiley_face
229.784	n/a	114892	contrastTrial_start	5	n/a
232.104	n/a	116052	left_buttonPress	12	non_target
236.224	n/a	118112	break cnt	break cnt	n/a
266.762	n/a	133381	9999	9999	n/a
