onset	duration	sample	value	event_code	feedback
0	n/a	0	break cnt	break cnt	n/a
55.586	n/a	27793	contrastChangeB3_start	96	n/a
65.762	n/a	32881	contrastTrial_start	5	n/a
70.166	n/a	35083	left_target	8	n/a
72.006	n/a	36003	left_buttonPress	12	smiley_face
72.612	n/a	36306	contrastTrial_start	5	n/a
78.616	n/a	39308	left_target	8	n/a
79.946	n/a	39973	left_buttonPress	12	smiley_face
81.036	n/a	40518	contrastTrial_start	5	n/a
85.436	n/a	42718	right_target	9	n/a
86.826	n/a	43413	right_buttonPress	13	smiley_face
87.856	n/a	43928	contrastTrial_start	5	n/a
92.256	n/a	46128	left_target	8	n/a
94.666	n/a	47333	contrastTrial_start	5	n/a
100.666	n/a	50333	right_target	9	n/a
103.076	n/a	51538	contrastTrial_start	5	n/a
109.076	n/a	54538	right_target	9	n/a
110.826	n/a	55413	right_buttonPress	13	smiley_face
111.496	n/a	55748	contrastTrial_start	5	n/a
115.896	n/a	57948	left_target	8	n/a
117.306	n/a	58653	left_buttonPress	12	smiley_face
118.316	n/a	59158	contrastTrial_start	5	n/a
121.116	n/a	60558	right_target	9	n/a
123.526	n/a	61763	contrastTrial_start	5	n/a
126.326	n/a	63163	right_target	9	n/a
128.586	n/a	64293	right_buttonPress	13	smiley_face
128.746	n/a	64373	contrastTrial_start	5	n/a
134.746	n/a	67373	left_target	8	n/a
137.156	n/a	68578	contrastTrial_start	5	n/a
141.556	n/a	70778	left_target	8	n/a
143.336	n/a	71668	left_buttonPress	12	smiley_face
143.976	n/a	71988	contrastTrial_start	5	n/a
149.976	n/a	74988	left_target	8	n/a
152.386	n/a	76193	contrastTrial_start	5	n/a
155.186	n/a	77593	left_target	8	n/a
156.696	n/a	78348	left_buttonPress	12	smiley_face
157.606	n/a	78803	contrastTrial_start	5	n/a
163.606	n/a	81803	right_target	9	n/a
166.016	n/a	83008	contrastTrial_start	5	n/a
170.416	n/a	85208	right_target	9	n/a
171.996	n/a	85998	right_buttonPress	13	smiley_face
172.836	n/a	86418	contrastTrial_start	5	n/a
175.636	n/a	87818	left_target	8	n/a
177.216	n/a	88608	left_buttonPress	12	smiley_face
178.056	n/a	89028	contrastTrial_start	5	n/a
180.856	n/a	90428	right_target	9	n/a
183.266	n/a	91633	contrastTrial_start	5	n/a
186.066	n/a	93033	left_target	8	n/a
188.476	n/a	94238	contrastTrial_start	5	n/a
191.276	n/a	95638	left_target	8	n/a
192.746	n/a	96373	left_buttonPress	12	smiley_face
193.686	n/a	96843	contrastTrial_start	5	n/a
196.486	n/a	98243	right_target	9	n/a
198.566	n/a	99283	right_buttonPress	13	smiley_face
198.906	n/a	99453	contrastTrial_start	5	n/a
203.306	n/a	101653	right_target	9	n/a
205.256	n/a	102628	right_buttonPress	13	smiley_face
205.726	n/a	102863	contrastTrial_start	5	n/a
210.126	n/a	105063	right_target	9	n/a
212.296	n/a	106148	right_buttonPress	13	smiley_face
212.546	n/a	106273	contrastTrial_start	5	n/a
218.546	n/a	109273	left_target	8	n/a
220.736	n/a	110368	left_buttonPress	12	smiley_face
220.966	n/a	110483	contrastTrial_start	5	n/a
226.966	n/a	113483	right_target	9	n/a
229.376	n/a	114688	contrastTrial_start	5	n/a
235.756	n/a	117878	break cnt	break cnt	n/a
280.476	n/a	140238	9999	9999	n/a
